"Data Source: Data Downloads Tools in the Climate Toolbox (https://climatetoolbox.org/tool/data-download)"
Download Date: 10/18/2021

Product: Historical Climate (Daily) - gridMET (METDATA)(http://www.climatologylab.org/gridmet.html) 
"Location (Lat/Lon of 4-km Grid Cell Center): 47.4833 North,-121.0167 East" 
Variable List: 
tmmn: Min Temperature
tmmx: Max Temperature
pr: Precipitation
********************************************************
Year,Month,Day,tmmn(degC),tmmx(degC),pr(mm)
2012,11,27,-7.05,1.65,0
2012,11,28,-4.45,1.55,7.2
2012,11,29,-1.35,2.25,4.2
2012,11,30,-1.25,3.65,2.1
2012,12,1,-1.05,2.55,3
2012,12,2,-2.15,0.55,13.4
2012,12,3,-2.55,0.75,15.3
2012,12,4,-0.55,2.15,24.9
2012,12,5,-5.55,0.85,9.6
2012,12,6,-4.55,-1.85,6.4
2012,12,7,-5.85,-1.95,36.8
2012,12,8,-6.95,-4.25,9.2
2012,12,9,-7.25,-0.85,4.9
2012,12,10,-3.35,1.15,7.8
2012,12,11,-3.65,-0.25,6.1
2012,12,12,-4.35,-1.65,2.6
2012,12,13,-7.15,-1.05,0
2012,12,14,-6.65,-2.25,0
2012,12,15,-7.75,-1.85,16.3
2012,12,16,-7.35,-1.55,16.5
2012,12,17,-7.85,-1.55,37.1
2012,12,18,-10.85,-5.45,10.1
2012,12,19,-11.25,-2.35,23.1
2012,12,20,-5.85,-0.65,10.2
2012,12,21,-9.15,-1.45,4.8
2012,12,22,-5.75,-1.75,9.1
2012,12,23,-7.55,-2.35,5.2
2012,12,24,-8.25,-2.45,0.5
2012,12,25,-8.75,-4.55,10.4
2012,12,26,-7.05,-2.65,2.7
2012,12,27,-6.95,-2.15,3.1
2012,12,28,-9.75,-1.95,0
2012,12,29,-9.65,-2.55,0
2012,12,30,-10.55,-2.85,0
2012,12,31,-11.75,-3.15,0
2013,1,1,-11.75,-1.95,0
2013,1,2,-10.85,-3.25,0
2013,1,3,-11.45,-5.35,0
2013,1,4,-8.95,-0.55,10.6
2013,1,5,-6.95,-2.85,3.8
2013,1,6,-6.85,-1.65,2.2
2013,1,7,-5.15,1.65,44.2
2013,1,8,-6.75,0.95,25
2013,1,9,-8.05,1.25,14.8
2013,1,10,-10.85,-4.85,2.3
2013,1,11,-15.45,-5.85,0
2013,1,12,-16.45,-6.35,0
2013,1,13,-16.95,-7.75,0
2013,1,14,-11.65,-3.35,0
2013,1,15,-7.75,1.65,0
2013,1,16,-4.15,1.95,0
2013,1,17,-3.55,3.35,0
2013,1,18,-2.65,2.95,0
2013,1,19,-3.25,3.75,0
2013,1,20,-1.75,4.15,0
2013,1,21,-4.25,1.95,0
2013,1,22,-7.25,0.35,0
2013,1,23,-6.15,-1.65,3.4
2013,1,24,-8.75,-0.85,3.7
2013,1,25,-3.95,0.65,6.6
2013,1,26,-6.75,-1.75,1.8
2013,1,27,-7.95,-1.95,1.2
2013,1,28,-6.85,-1.65,5.9
2013,1,29,-4.15,-0.25,14.3
2013,1,30,-2.25,1.65,6.2
2013,1,31,-2.35,2.35,3.8
2013,2,1,-5.35,2.05,0.4
2013,2,2,-4.55,4.25,0
2013,2,3,-6.35,1.85,0
2013,2,4,-4.85,1.55,0
2013,2,5,-3.95,0.85,6.6
2013,2,6,-4.95,0.35,3.3
2013,2,7,-6.15,-0.15,3.1
2013,2,8,-9.55,-0.95,0
2013,2,9,-8.15,0.55,0.8
2013,2,10,-8.05,1.35,0.4
2013,2,11,-7.15,0.35,0
2013,2,12,-5.15,-0.35,2.5
2013,2,13,-5.15,0.85,1.4
2013,2,14,-6.55,0.75,1.7
2013,2,15,-4.45,4.15,0
2013,2,16,-4.75,2.15,14.4
2013,2,17,-7.45,-1.15,9.4
2013,2,18,-7.55,-0.65,0
2013,2,19,-8.55,-0.65,0
2013,2,20,-9.75,-0.45,0
2013,2,21,-7.85,-1.55,13
2013,2,22,-6.65,1.15,34
2013,2,23,-7.65,-1.35,10.2
2013,2,24,-7.25,-1.75,1.4
2013,2,25,-6.35,-1.65,6.2
2013,2,26,-8.25,0.75,2.1
2013,2,27,-5.75,2.15,4.3
2013,2,28,-3.45,3.55,14.2
2013,3,1,-0.45,5.55,23.4
2013,3,2,-1.65,6.65,1.9
2013,3,3,-8.45,0.75,2.2
2013,3,4,-9.05,1.55,0
2013,3,5,-6.55,2.45,2.1
2013,3,6,-3.85,2.85,6
2013,3,7,-4.65,2.35,1.2
2013,3,8,-6.75,3.85,0
2013,3,9,-7.05,3.95,0
2013,3,10,-5.55,2.45,1.5
2013,3,11,-4.55,5.15,1
2013,3,12,-0.85,6.45,12.7
2013,3,13,0.95,9.15,5.1
2013,3,14,1.45,10.75,1.1
2013,3,15,-1.35,7.75,3.7
2013,3,16,-4.65,4.25,9.9
2013,3,17,-7.05,-0.55,4.5
2013,3,18,-7.05,1.05,7.2
2013,3,19,-9.05,4.05,5
2013,3,20,-5.15,4.85,27.2
2013,3,21,-7.65,-1.75,13.8
2013,3,22,-8.15,0.05,1.5
2013,3,23,-9.75,0.25,0.4
2013,3,24,-8.25,2.35,0.6
2013,3,25,-6.45,5.85,0
2013,3,26,-4.55,7.65,0.3
2013,3,27,-1.15,5.85,1.6
2013,3,28,-0.65,8.75,0
2013,3,29,-2.75,9.75,0
2013,3,30,-1.35,12.65,0
2013,3,31,0.65,14.05,0
2013,4,1,0.45,13.45,0
2013,4,2,-0.65,9.95,0
2013,4,3,-3.25,11.95,0
2013,4,4,2.45,8.65,9
2013,4,5,0.35,6.35,26.7
2013,4,6,-1.55,4.15,11.1
2013,4,7,-2.75,3.15,20
2013,4,8,-3.95,3.75,3.2
2013,4,9,-4.15,7.25,0.3
2013,4,10,-0.45,6.35,18.1
2013,4,11,-3.55,4.65,2.2
2013,4,12,-5.15,4.95,8
2013,4,13,-6.55,0.25,19.9
2013,4,14,-5.75,2.35,9.5
2013,4,15,-5.65,3.95,3.3
2013,4,16,-5.15,2.15,1.4
2013,4,17,-5.35,5.15,0.4
2013,4,18,-3.45,5.15,2.1
2013,4,19,-0.35,7.55,8.3
2013,4,20,-0.55,7.25,3.5
2013,4,21,-2.75,4.65,0
2013,4,22,-5.15,7.65,0
2013,4,23,-4.65,8.05,0
2013,4,24,-2.65,12.85,0
2013,4,25,-0.85,13.45,0
2013,4,26,0.75,16.35,0
2013,4,27,1.85,10.65,0
2013,4,28,-1.15,7.35,0
2013,4,29,-2.85,2.95,17.1
2013,4,30,-5.05,2.05,1.4
2013,5,1,-6.45,9.85,0
2013,5,2,-0.95,15.35,0
2013,5,3,1.05,15.95,0
2013,5,4,2.25,15.65,0
2013,5,5,3.65,18.15,0
2013,5,6,5.25,20.85,0
2013,5,7,5.75,21.95,0
2013,5,8,5.95,22.75,0
2013,5,9,6.25,23.05,0
2013,5,10,6.65,23.65,0
2013,5,11,6.95,22.75,0
2013,5,12,7.75,17.75,0
2013,5,13,1.95,12.15,7.8
2013,5,14,-2.85,10.95,0.4
2013,5,15,-0.45,12.85,1.1
2013,5,16,1.55,15.15,2.5
2013,5,17,2.85,12.05,1.4
2013,5,18,0.25,8.75,0
2013,5,19,-0.45,13.05,0
2013,5,20,1.25,16.15,0
2013,5,21,1.35,11.35,12.5
2013,5,22,-1.35,7.65,13.4
2013,5,23,-1.15,8.15,2
2013,5,24,0.35,10.65,0.6
2013,5,25,-1.15,10.35,0
2013,5,26,0.65,11.45,0.8
2013,5,27,0.75,10.05,4.5
2013,5,28,2.55,11.05,3.2
2013,5,29,0.45,10.25,3.1
2013,5,30,-0.45,9.25,0.6
2013,5,31,-1.25,14.75,0.4
2013,6,1,5.05,15.05,0
2013,6,2,1.55,14.85,0.5
2013,6,3,2.05,17.45,0
2013,6,4,4.55,19.35,0
2013,6,5,9.25,21.05,0
2013,6,6,8.65,23.05,0
2013,6,7,7.05,17.15,0
2013,6,8,2.15,17.35,0
2013,6,9,3.25,15.85,0
2013,6,10,0.65,16.95,0
2013,6,11,2.65,12.15,0
2013,6,12,-1.25,11.95,0
2013,6,13,0.35,12.65,0.4
2013,6,14,0.45,15.05,0
2013,6,15,4.55,20.65,0
2013,6,16,6.85,22.35,0
2013,6,17,5.05,18.35,0
2013,6,18,3.95,16.35,0.3
2013,6,19,2.65,11.35,0
2013,6,20,3.05,10.25,10.8
2013,6,21,2.75,14.65,2.9
2013,6,22,3.25,19.65,0
2013,6,23,6.65,16.55,2.2
2013,6,24,7.05,13.75,2.4
2013,6,25,4.05,15.35,2.2
2013,6,26,5.45,15.25,1.8
2013,6,27,6.05,18.15,0.7
2013,6,28,8.35,25.25,0
2013,6,29,12.55,25.15,0.9
2013,6,30,11.65,27.95,1.6
2013,7,1,15.15,31.65,0
2013,7,2,14.95,29.45,0
2013,7,3,11.15,23.15,0
2013,7,4,7.05,20.05,0
2013,7,5,5.65,19.45,0
2013,7,6,6.85,23.45,0
2013,7,7,10.25,24.25,0
2013,7,8,8.15,21.75,0
2013,7,9,9.25,25.65,0
2013,7,10,9.65,22.95,0
2013,7,11,5.25,18.35,0
2013,7,12,4.15,15.15,0
2013,7,13,2.25,19.85,0
2013,7,14,7.65,22.65,0
2013,7,15,6.45,23.25,0
2013,7,16,9.95,25.65,0
2013,7,17,12.95,25.35,0
2013,7,18,7.95,25.95,0
2013,7,19,8.45,27.05,0
2013,7,20,8.85,25.45,0
2013,7,21,8.85,26.05,0
2013,7,22,8.75,25.15,0
2013,7,23,8.75,28.05,0
2013,7,24,10.35,26.55,0
2013,7,25,8.75,27.15,0
2013,7,26,7.95,26.15,0
2013,7,27,7.95,22.35,0
2013,7,28,6.95,21.25,0
2013,7,29,7.25,23.75,0
2013,7,30,9.25,24.95,0
2013,7,31,11.25,26.25,0
2013,8,1,9.95,22.45,0
2013,8,2,8.55,15.35,0.5
2013,8,3,9.05,21.95,0
2013,8,4,11.45,23.15,0
2013,8,5,11.05,25.35,0
2013,8,6,9.65,26.05,0
2013,8,7,9.65,25.05,0
2013,8,8,11.15,25.75,0
2013,8,9,12.35,26.95,0
2013,8,10,13.35,26.95,11.1
2013,8,11,12.05,21.55,9.2
2013,8,12,8.05,23.55,0
2013,8,13,10.45,25.55,0
2013,8,14,12.25,27.15,0
2013,8,15,12.05,21.25,0
2013,8,16,9.35,23.45,0
2013,8,17,9.85,21.45,0
2013,8,18,7.15,22.35,0
2013,8,19,6.85,19.75,0
2013,8,20,4.85,20.95,0
2013,8,21,7.85,24.35,0
2013,8,22,10.05,26.45,0
2013,8,23,11.95,21.05,0
2013,8,24,7.35,20.25,0
2013,8,25,5.45,17.75,0.9
2013,8,26,7.15,18.05,1.8
2013,8,27,7.15,20.45,0.5
2013,8,28,9.65,21.85,4.4
2013,8,29,10.95,20.85,6.6
2013,8,30,7.35,20.25,0.4
2013,8,31,9.05,23.15,0
2013,9,1,12.15,25.75,0
2013,9,2,10.45,23.75,0
2013,9,3,10.75,20.25,0
2013,9,4,10.85,23.35,0
2013,9,5,12.35,21.85,1.8
2013,9,6,7.75,15.05,28.6
2013,9,7,6.35,12.85,0
2013,9,8,6.35,20.55,0
2013,9,9,9.75,21.95,0
2013,9,10,9.55,23.15,0
2013,9,11,11.85,26.35,0
2013,9,12,13.75,26.05,0
2013,9,13,11.85,24.85,0
2013,9,14,13.15,26.35,0
2013,9,15,14.75,25.65,0
2013,9,16,8.05,15.25,0.4
2013,9,17,4.85,12.15,1
2013,9,18,2.35,12.25,0
2013,9,19,2.35,16.15,0
2013,9,20,6.25,19.55,0
2013,9,21,6.25,13.85,0
2013,9,22,4.15,9.05,1.7
2013,9,23,1.25,9.15,1.2
2013,9,24,0.95,9.95,0
2013,9,25,1.25,10.25,0
2013,9,26,2.35,10.45,0
2013,9,27,-0.05,7.85,8.2
2013,9,28,3.55,9.65,41.7
2013,9,29,2.05,7.55,21.1
2013,9,30,0.45,4.65,49.2
2013,10,1,-1.75,3.15,2.2
2013,10,2,-0.85,5.35,6.3
2013,10,3,-0.55,8.15,0.8
2013,10,4,-0.75,9.85,0
2013,10,5,2.25,13.55,0
2013,10,6,3.15,14.85,0
2013,10,7,1.65,5.65,7.7
2013,10,8,-0.55,3.45,24.9
2013,10,9,-2.55,8.35,0
2013,10,10,-1.05,6.15,0
2013,10,11,-2.55,5.95,0
2013,10,12,-1.15,5.55,0
2013,10,13,-1.75,6.75,0
2013,10,14,-1.55,8.25,0
2013,10,15,-1.05,10.35,0
2013,10,16,-0.75,9.75,0
2013,10,17,0.15,10.55,0
2013,10,18,0.55,12.65,0
2013,10,19,2.65,13.55,0
2013,10,20,4.35,14.85,0
2013,10,21,5.05,15.95,0
2013,10,22,5.05,16.05,0
2013,10,23,3.95,14.95,0
2013,10,24,3.05,14.25,0
2013,10,25,3.45,13.35,0
2013,10,26,2.15,11.95,0
2013,10,27,1.35,3.95,3.8
2013,10,28,-5.35,2.25,0
2013,10,29,-6.15,3.55,0
2013,10,30,-4.35,4.55,0
2013,10,31,-0.75,6.95,2.8
2013,11,1,-2.05,6.25,0
2013,11,2,-3.45,2.75,25.1
2013,11,3,-5.25,-0.65,3.2
2013,11,4,-7.25,-0.75,1.7
2013,11,5,-5.05,1.35,9.6
2013,11,6,-4.75,1.85,2.2
2013,11,7,-0.55,3.55,28.7
2013,11,8,-4.25,0.15,11.7
2013,11,9,-5.15,2.75,2.8
2013,11,10,-0.75,4.55,6.8
2013,11,11,-0.15,6.35,0.5
2013,11,12,0.75,5.65,2.6
2013,11,13,-1.95,3.35,1.8
2013,11,14,-3.75,0.75,0.3
2013,11,15,-4.25,-0.35,14.3
2013,11,16,-5.55,-0.35,21.9
2013,11,17,-6.05,-0.75,8.6
2013,11,18,-1.85,1.75,22.9
2013,11,19,-5.75,1.75,21.2
2013,11,20,-10.95,-6.05,0
2013,11,21,-13.45,-4.85,0
2013,11,22,-10.45,-3.15,0
2013,11,23,-9.25,-0.45,0
2013,11,24,-4.35,4.75,0
2013,11,25,-3.25,2.25,0
2013,11,26,-4.65,1.15,0
2013,11,27,-2.05,4.25,0
2013,11,28,-2.75,4.75,0
2013,11,29,-2.55,2.75,0
2013,11,30,-2.25,1.75,0.6
2013,12,1,-1.05,4.85,72.7
2013,12,2,-8.65,-0.45,10.9
2013,12,3,-15.05,-6.75,0
2013,12,4,-17.45,-10.45,0
2013,12,5,-17.15,-11.35,0
2013,12,6,-18.75,-13.05,0
2013,12,7,-22.65,-13.75,0
2013,12,8,-20.65,-9.85,0
2013,12,9,-13.95,-7.05,1.7
2013,12,10,-10.35,-4.15,0.3
2013,12,11,-10.75,-1.95,0
2013,12,12,-7.55,-0.15,0
2013,12,13,-2.55,0.75,12.2
2013,12,14,-2.85,0.95,0.6
2013,12,15,-1.95,2.95,0.4
2013,12,16,-3.25,0.55,0.3
2013,12,17,-2.45,2.95,0
2013,12,18,-7.55,-0.25,1.4
2013,12,19,-11.55,-5.05,0.7
2013,12,20,-8.95,-1.35,15
2013,12,21,-4.35,-0.35,9.1
2013,12,22,-2.55,1.95,5.2
2013,12,23,-4.05,2.45,11.4
2013,12,24,-7.55,-1.35,2.9
2013,12,25,-8.25,1.15,0
2013,12,26,-3.05,3.35,0
2013,12,27,-1.55,3.65,1.9
2013,12,28,-4.25,0.45,1.1
2013,12,29,-3.95,0.55,0.6
2013,12,30,-3.05,3.85,1.8
2013,12,31,-3.05,3.85,1.8
2014,1,1,-2.45,3.85,0
2014,1,2,-1.55,5.55,17.9
2014,1,3,-6.85,-0.55,0
2014,1,4,-7.85,-0.25,0
2014,1,5,-5.95,0.35,0
2014,1,6,-5.05,1.15,0.9
2014,1,7,-3.25,0.75,3.6
2014,1,8,-3.75,0.55,15.7
2014,1,9,-3.95,-0.45,18.2
2014,1,10,-1.75,1.45,22.1
2014,1,11,-2.75,2.85,32.8
2014,1,12,-3.95,1.35,36.5
2014,1,13,-0.45,2.65,9.9
2014,1,14,-1.05,4.15,0
2014,1,15,-1.45,6.45,0
2014,1,16,-0.15,7.05,0
2014,1,17,-0.55,8.65,0
2014,1,18,-2.15,6.85,0
2014,1,19,-2.95,6.25,0
2014,1,20,-4.05,3.65,0
2014,1,21,-4.75,3.65,0
2014,1,22,-2.95,3.65,0
2014,1,23,-2.75,3.95,0
2014,1,24,-3.45,5.35,0
2014,1,25,-4.35,8.15,0
2014,1,26,-3.95,5.45,0
2014,1,27,-6.15,0.05,0
2014,1,28,-4.35,-0.35,5.5
2014,1,29,-5.05,1.45,29.6
2014,1,30,-4.15,-0.75,8.7
2014,1,31,-5.55,-0.35,0
2014,2,1,-7.45,-1.35,0
2014,2,2,-9.45,-3.95,0
2014,2,3,-11.95,-5.45,0
2014,2,4,-17.05,-10.25,0
2014,2,5,-20.75,-14.35,0
2014,2,6,-20.75,-14.85,0.3
2014,2,7,-17.05,-6.85,0
2014,2,8,-13.85,-7.75,7.1
2014,2,9,-11.35,-5.75,1.9
2014,2,10,-8.75,0.45,27.5
2014,2,11,-3.35,1.85,18.4
2014,2,12,-2.45,3.15,30.9
2014,2,13,-3.35,0.85,11.2
2014,2,14,-3.95,1.25,23.7
2014,2,15,-5.15,-0.25,23.9
2014,2,16,-5.55,-0.75,32.3
2014,2,17,-4.15,-0.35,38
2014,2,18,-5.15,-0.65,35.5
2014,2,19,-5.85,-2.25,22.3
2014,2,20,-4.95,-0.75,23.5
2014,2,21,-7.15,-0.95,1
2014,2,22,-8.05,-2.15,3
2014,2,23,-6.05,-1.85,13.6
2014,2,24,-6.15,-2.55,15.7
2014,2,25,-6.15,-1.45,2.6
2014,2,26,-5.15,1.55,0
2014,2,27,-3.45,3.35,0.5
2014,2,28,-3.35,4.85,0
2014,3,1,-11.55,-1.85,2.2
2014,3,2,-11.35,-2.45,25.7
2014,3,3,-4.45,2.25,25.4
2014,3,4,-0.85,4.05,27.1
2014,3,5,0.05,6.85,45.6
2014,3,6,-0.05,4.05,20
2014,3,7,-0.85,5.85,2.9
2014,3,8,-0.65,6.35,38.3
2014,3,9,0.55,6.35,11
2014,3,10,-2.25,4.45,5.9
2014,3,11,-3.75,6.55,0
2014,3,12,-1.65,8.65,0
2014,3,13,-1.45,8.75,0
2014,3,14,-1.75,3.75,22.3
2014,3,15,-2.45,8.35,5.2
2014,3,16,-2.95,5.15,20.9
2014,3,17,-5.15,1.15,9.5
2014,3,18,-5.65,3.55,0
2014,3,19,-5.05,2.35,15.7
2014,3,20,-6.55,1.85,0
2014,3,21,-7.55,3.55,0
2014,3,22,-6.05,5.65,0
2014,3,23,-3.95,6.35,0
2014,3,24,-1.35,8.65,0
2014,3,25,-1.55,6.55,4.2
2014,3,26,-2.25,4.45,1.8
2014,3,27,-2.15,4.65,1.2
2014,3,28,-1.85,2.25,12.1
2014,3,29,-2.05,3.55,6.9
2014,3,30,-3.25,3.65,0
2014,3,31,-3.75,6.25,0
2014,4,1,-1.25,8.25,0
2014,4,2,-1.95,7.25,0
2014,4,3,-1.55,7.25,1.9
2014,4,4,-1.85,5.55,0
2014,4,5,-1.25,4.55,13.1
2014,4,6,0.05,6.75,0
2014,4,7,1.35,13.95,0
2014,4,8,0.15,11.35,6.8
2014,4,9,-2.65,6.55,0
2014,4,10,-2.45,9.15,0
2014,4,11,-1.35,7.85,0
2014,4,12,-1.65,10.25,0
2014,4,13,-0.75,10.75,0
2014,4,14,-0.45,12.55,0
2014,4,15,-1.75,6.05,2
2014,4,16,-0.25,5.35,7.9
2014,4,17,-1.55,6.15,13.7
2014,4,18,-2.55,5.05,6.3
2014,4,19,-1.55,7.85,11
2014,4,20,-2.15,8.15,1
2014,4,21,1.05,11.75,3.2
2014,4,22,-2.15,4.75,3.7
2014,4,23,-1.95,5.05,12.7
2014,4,24,-1.25,6.55,14.6
2014,4,25,-1.95,7.05,0
2014,4,26,-2.45,6.35,1.3
2014,4,27,-2.05,3.25,13.3
2014,4,28,-2.55,7.95,0
2014,4,29,1.35,12.85,0
2014,4,30,4.45,16.95,0
2014,5,1,6.55,19.15,0
2014,5,2,4.35,16.75,0
2014,5,3,1.55,8.25,4.9
2014,5,4,1.05,7.35,6
2014,5,5,0.65,9.05,3.7
2014,5,6,1.25,9.25,0
2014,5,7,0.95,12.85,0
2014,5,8,1.75,10.35,14.3
2014,5,9,-0.25,6.15,6.9
2014,5,10,-0.65,8.15,0
2014,5,11,1.05,13.75,0
2014,5,12,2.75,14.15,0
2014,5,13,5.15,18.35,0
2014,5,14,7.35,21.45,0
2014,5,15,8.35,22.15,0
2014,5,16,4.65,15.85,0
2014,5,17,3.35,12.55,0
2014,5,18,2.85,12.55,0
2014,5,19,2.65,12.85,0
2014,5,20,3.25,15.45,0
2014,5,21,4.25,16.55,0
2014,5,22,5.75,20.75,0
2014,5,23,5.25,13.75,0
2014,5,24,3.45,13.75,0
2014,5,25,3.75,11.85,5.1
2014,5,26,2.65,10.45,0
2014,5,27,1.45,12.85,0
2014,5,28,1.85,9.95,4.1
2014,5,29,1.35,10.95,0
2014,5,30,1.85,17.35,0
2014,5,31,5.15,18.05,0
2014,6,1,5.45,19.25,0
2014,6,2,6.75,21.05,0
2014,6,3,6.05,17.35,0
2014,6,4,5.25,17.95,0
2014,6,5,4.35,17.45,0
2014,6,6,4.55,18.45,0
2014,6,7,5.85,17.75,0
2014,6,8,6.35,18.65,0
2014,6,9,5.45,15.95,0
2014,6,10,3.85,13.15,0
2014,6,11,3.45,19.25,0
2014,6,12,3.95,16.15,0
2014,6,13,3.25,8.65,4.8
2014,6,14,2.95,11.65,0
2014,6,15,1.55,12.05,3
2014,6,16,0.95,9.55,4.3
2014,6,17,2.75,10.85,0
2014,6,18,4.75,15.95,0
2014,6,19,5.25,19.15,0
2014,6,20,3.65,12.45,0
2014,6,21,2.45,17.25,0
2014,6,22,6.35,21.65,0
2014,6,23,8.05,22.95,0
2014,6,24,6.85,16.75,0
2014,6,25,6.75,20.45,0
2014,6,26,7.65,16.65,0
2014,6,27,6.05,14.45,5.1
2014,6,28,6.05,13.75,6.5
2014,6,29,5.05,11.95,0
2014,6,30,4.85,21.25,0
2014,7,1,11.65,25.25,0
2014,7,2,10.15,23.75,0
2014,7,3,7.95,17.85,0
2014,7,4,6.85,21.35,0
2014,7,5,8.95,21.35,0
2014,7,6,10.95,22.95,0
2014,7,7,11.25,25.75,0
2014,7,8,11.85,26.55,0
2014,7,9,10.55,24.55,0
2014,7,10,9.85,25.15,0
2014,7,11,11.85,28.25,0
2014,7,12,14.45,29.55,0
2014,7,13,15.65,28.85,0
2014,7,14,13.95,26.85,0
2014,7,15,14.35,29.55,0
2014,7,16,13.75,28.75,0
2014,7,17,10.75,22.65,0
2014,7,18,9.85,21.95,0
2014,7,19,10.05,20.55,1.9
2014,7,20,6.75,15.35,0
2014,7,21,5.85,20.55,0
2014,7,22,9.35,15.65,3.5
2014,7,23,5.45,13.25,15.7
2014,7,24,5.05,10.95,4.5
2014,7,25,5.65,19.45,0
2014,7,26,7.95,22.75,0
2014,7,27,10.55,25.85,0
2014,7,28,13.65,28.95,0
2014,7,29,13.25,28.25,0
2014,7,30,12.45,26.85,0
2014,7,31,12.55,28.55,0
2014,8,1,14.95,26.95,0
2014,8,2,13.85,25.25,0
2014,8,3,13.25,27.55,0
2014,8,4,14.55,28.15,0
2014,8,5,11.45,25.15,0
2014,8,6,10.45,21.85,0
2014,8,7,9.75,21.45,0
2014,8,8,8.65,19.75,0
2014,8,9,7.85,23.45,0
2014,8,10,12.05,27.75,0
2014,8,11,16.55,29.95,0
2014,8,12,12.15,25.05,30.9
2014,8,13,10.95,18.15,11.1
2014,8,14,9.85,14.65,5.8
2014,8,15,9.65,16.65,0
2014,8,16,10.25,19.45,0
2014,8,17,10.55,21.85,0
2014,8,18,12.35,25.45,0
2014,8,19,11.15,21.55,0
2014,8,20,8.05,17.35,0
2014,8,21,7.75,18.95,0
2014,8,22,7.25,18.15,1.8
2014,8,23,8.55,20.25,0
2014,8,24,9.45,18.35,1.5
2014,8,25,9.65,21.15,0
2014,8,26,11.35,24.55,0
2014,8,27,11.95,24.05,0
2014,8,28,9.75,19.75,0
2014,8,29,8.45,16.05,0
2014,8,30,6.95,12.65,7.1
2014,8,31,5.45,11.45,0
2014,9,1,5.05,15.55,0
2014,9,2,3.85,14.15,12.9
2014,9,3,4.45,11.15,0
2014,9,4,4.85,17.45,0
2014,9,5,8.75,19.95,0
2014,9,6,10.35,22.05,0
2014,9,7,10.45,22.35,0
2014,9,8,7.65,17.15,0
2014,9,9,6.25,14.75,0
2014,9,10,4.65,14.75,0
2014,9,11,2.35,12.25,0
2014,9,12,4.45,16.45,0
2014,9,13,7.45,17.75,0
2014,9,14,8.65,19.85,0
2014,9,15,10.45,22.15,0
2014,9,16,10.35,22.75,0
2014,9,17,10.25,20.85,0
2014,9,18,8.65,12.65,0
2014,9,19,8.45,16.85,0
2014,9,20,8.35,21.35,0
2014,9,21,11.15,23.75,0
2014,9,22,9.85,17.95,0
2014,9,23,9.15,12.95,4.7
2014,9,24,7.55,10.15,15.3
2014,9,25,5.65,9.85,5.3
2014,9,26,5.25,9.75,4.3
2014,9,27,5.45,15.25,0.4
2014,9,28,7.25,17.45,0
2014,9,29,4.35,14.05,4.7
2014,9,30,3.05,7.65,4.3
2014,10,1,2.75,10.05,0
2014,10,2,1.55,12.25,0
2014,10,3,4.45,14.05,0
2014,10,4,8.85,16.15,0
2014,10,5,8.65,19.15,0
2014,10,6,9.75,19.75,0
2014,10,7,8.25,19.35,0
2014,10,8,7.05,15.75,0
2014,10,9,7.35,17.65,0
2014,10,10,6.45,16.35,1.1
2014,10,11,3.45,9.05,8.9
2014,10,12,3.65,8.25,0
2014,10,13,4.15,13.35,1.3
2014,10,14,3.45,8.65,2.2
2014,10,15,2.35,6.15,12.4
2014,10,16,1.95,8.95,0
2014,10,17,3.55,5.65,16.2
2014,10,18,5.65,11.15,5.4
2014,10,19,6.25,12.65,0
2014,10,20,3.65,8.15,12.6
2014,10,21,2.85,6.85,4.2
2014,10,22,3.05,5.35,49.4
2014,10,23,0.55,4.05,18.4
2014,10,24,0.45,5.15,7.5
2014,10,25,1.15,6.35,13.3
2014,10,26,-1.15,2.65,23.3
2014,10,27,-1.25,4.25,2.1
2014,10,28,0.45,3.45,27.2
2014,10,29,2.85,6.55,4.7
2014,10,30,3.95,5.75,24.7
2014,10,31,0.05,4.75,3.5
2014,11,1,-1.35,2.95,0
2014,11,2,-1.05,3.85,1.7
2014,11,3,2.15,5.05,21.3
2014,11,4,1.45,6.15,16.5
2014,11,5,1.15,6.65,3.7
2014,11,6,0.55,7.65,10.4
2014,11,7,-1.35,4.95,0
2014,11,8,-0.25,9.55,0
2014,11,9,-1.65,5.15,19
2014,11,10,-4.15,2.05,0
2014,11,11,-11.15,-3.05,0
2014,11,12,-12.45,-6.35,0
2014,11,13,-11.25,-5.85,0
2014,11,14,-9.95,-3.25,0
2014,11,15,-9.95,-2.95,0
2014,11,16,-7.75,0.75,0
2014,11,17,-6.15,1.15,0
2014,11,18,-5.55,0.85,0
2014,11,19,-4.25,1.25,0.9
2014,11,20,-3.45,2.45,4.2
2014,11,21,-2.65,1.55,20.6
2014,11,22,-3.05,-0.45,19.4
2014,11,23,-2.85,-0.05,31.1
2014,11,24,-3.95,3.75,19.5
2014,11,25,0.65,4.85,50.2
2014,11,26,2.35,5.65,7.8
2014,11,27,1.85,5.15,22.6
2014,11,28,-5.85,4.25,24.4
2014,11,29,-13.45,-4.75,0
2014,11,30,-14.35,-7.25,0
2014,12,1,-13.55,-3.25,0.5
2014,12,2,-10.65,-3.45,0
2014,12,3,-8.35,-1.65,3.3
2014,12,4,-4.75,-0.35,0.8
2014,12,5,-3.55,0.55,3.7
2014,12,6,-2.85,2.05,15.1
2014,12,7,-2.45,2.65,0
2014,12,8,-1.55,2.35,1.1
2014,12,9,-0.45,4.55,19.3
