"Data Source: Data Downloads Tools in the Climate Toolbox (https://climatetoolbox.org/tool/data-download)"
Download Date: 10/18/2021

Product: Historical Climate (Daily) - gridMET (METDATA)(http://www.climatologylab.org/gridmet.html) 
"Location (Lat/Lon of 4-km Grid Cell Center): 47.4833 North,-121.0167 East" 
Variable List: 
tmmn: Min Temperature
tmmx: Max Temperature
pr: Precipitation
********************************************************
Year,Month,Day,tmmn(degC),tmmx(degC),pr(mm)
1990,3,26,-5.75,7.95,0
1990,3,27,-4.25,8.35,0
1990,3,28,-3.35,7.95,0
1990,3,29,-4.85,7.65,0
1990,3,30,-2.35,11.25,0
1990,3,31,0.25,12.95,0
1990,4,1,2.45,14.85,0
1990,4,2,-0.65,11.55,0
1990,4,3,-1.65,13.15,0
1990,4,4,0.35,13.95,0
1990,4,5,1.45,14.45,0
1990,4,6,-0.05,12.55,0
1990,4,7,0.15,13.95,0
1990,4,8,-2.25,8.35,0
1990,4,9,-3.15,9.55,0
1990,4,10,1.45,14.25,0
1990,4,11,0.75,10.65,2.6
1990,4,12,-1.15,10.15,4.2
1990,4,13,0.25,10.65,8.2
1990,4,14,3.25,15.45,0
1990,4,15,4.75,18.05,0
1990,4,16,3.55,14.85,0
1990,4,17,-0.55,9.35,0.3
1990,4,18,-4.55,6.85,0
1990,4,19,-2.15,8.55,0
1990,4,20,0.75,6.05,3.4
1990,4,21,-3.15,7.55,1.5
1990,4,22,-1.25,6.35,5
1990,4,23,-0.95,5.25,3
1990,4,24,-5.05,3.35,9.2
1990,4,25,-2.65,2.35,23.9
1990,4,26,-4.45,5.55,8.9
1990,4,27,-2.65,4.25,26.4
1990,4,28,-5.45,3.85,2
1990,4,29,-4.15,7.15,0
1990,4,30,-4.65,9.25,0
1990,5,1,-0.95,8.65,0
1990,5,2,-0.15,11.35,1
1990,5,3,-0.25,14.55,0
1990,5,4,3.15,18.15,0
1990,5,5,6.35,20.25,0
1990,5,6,-3.15,5.75,10.5
1990,5,7,-4.95,0.45,3.7
1990,5,8,-5.45,8.75,0
1990,5,9,0.95,11.15,0
1990,5,10,0.85,12.55,0
1990,5,11,0.45,8.55,0
1990,5,12,-2.25,7.05,0
1990,5,13,-2.45,3.25,0.7
1990,5,14,-2.75,5.95,0.9
1990,5,15,-2.05,11.25,0
1990,5,16,-1.15,10.55,0
1990,5,17,-1.55,11.05,0
1990,5,18,-2.25,8.45,0
1990,5,19,-3.35,10.05,0.9
1990,5,20,1.85,7.95,5.8
1990,5,21,-0.55,10.55,3.8
1990,5,22,2.95,10.25,6.5
1990,5,23,1.55,8.75,2.3
1990,5,24,-2.05,7.25,0.5
1990,5,25,-3.15,10.35,0.3
1990,5,26,0.45,10.15,3.2
1990,5,27,3.15,11.25,10.2
1990,5,28,3.25,13.05,1.9
1990,5,29,2.55,11.85,0.7
1990,5,30,2.75,12.95,6.3
1990,5,31,1.95,9.05,9.7
1990,6,1,-0.55,7.35,1.2
1990,6,2,-0.65,13.25,3.2
1990,6,3,4.65,12.25,24.7
1990,6,4,-0.85,10.15,1.3
1990,6,5,-0.95,13.35,0.9
1990,6,6,3.65,11.75,21
1990,6,7,0.65,10.95,0.3
1990,6,8,3.25,13.65,11.1
1990,6,9,4.15,15.75,7.1
1990,6,10,1.05,9.05,11.8
1990,6,11,-0.65,8.25,2.7
1990,6,12,0.25,8.55,8.3
1990,6,13,0.25,12.35,1.4
1990,6,14,3.15,17.35,1
1990,6,15,5.15,18.35,0
1990,6,16,4.35,15.75,0
1990,6,17,2.45,18.45,0
1990,6,18,3.75,17.15,0
1990,6,19,4.65,15.65,0
1990,6,20,3.45,19.35,0
1990,6,21,7.85,21.95,0.5
1990,6,22,10.65,25.35,5.5
1990,6,23,6.45,19.75,0
1990,6,24,6.75,20.05,0
1990,6,25,4.35,20.55,0
1990,6,26,6.75,14.65,0
1990,6,27,2.55,17.85,2.7
1990,6,28,4.85,16.95,0
1990,6,29,6.75,21.55,0
1990,6,30,7.95,18.75,1.8
1990,7,1,6.95,18.25,0
1990,7,2,4.15,12.05,1.7
1990,7,3,0.65,16.85,0
1990,7,4,8.55,21.25,0
1990,7,5,9.75,21.25,1.4
1990,7,6,4.45,13.45,0
1990,7,7,2.75,20.45,0
1990,7,8,8.85,22.85,0
1990,7,9,7.45,24.45,0
1990,7,10,10.25,28.55,0
1990,7,11,14.35,30.35,0
1990,7,12,17.05,30.55,0
1990,7,13,10.15,24.35,0
1990,7,14,8.75,26.15,0
1990,7,15,10.15,26.85,0
1990,7,16,8.35,21.65,0
1990,7,17,5.25,22.25,0
1990,7,18,6.05,22.55,0
1990,7,19,6.55,24.35,0
1990,7,20,10.35,25.95,0
1990,7,21,12.15,26.55,0
1990,7,22,13.15,27.95,0
1990,7,23,10.15,21.25,0
1990,7,24,6.75,19.55,3.7
1990,7,25,6.95,15.05,3.3
1990,7,26,5.55,21.05,0
1990,7,27,6.05,22.65,0
1990,7,28,8.45,25.25,0
1990,7,29,12.55,27.45,0
1990,7,30,13.95,28.35,1.1
1990,7,31,10.45,22.05,0
1990,8,1,7.75,18.85,0
1990,8,2,5.25,19.95,0
1990,8,3,6.95,22.65,0
1990,8,4,12.35,26.05,0
1990,8,5,14.65,28.65,0
1990,8,6,9.45,21.55,0
1990,8,7,6.75,24.25,0
1990,8,8,10.35,27.35,0
1990,8,9,10.45,26.75,1.8
1990,8,10,14.05,27.95,0
1990,8,11,15.15,26.95,0.6
1990,8,12,14.95,27.75,0
1990,8,13,11.85,25.55,0
1990,8,14,5.85,22.05,0
1990,8,15,7.25,18.65,0
1990,8,16,5.65,16.15,1.4
1990,8,17,6.15,16.65,4.5
1990,8,18,6.35,18.05,0
1990,8,19,6.95,18.75,0.3
1990,8,20,7.95,20.75,10
1990,8,21,9.05,15.25,30.8
1990,8,22,7.45,16.65,0.5
1990,8,23,2.85,14.15,0
1990,8,24,2.05,15.95,0
1990,8,25,4.25,13.75,0
1990,8,26,3.55,17.05,0
1990,8,27,6.75,17.75,0
1990,8,28,7.75,19.85,0.5
1990,8,29,8.95,20.25,2.8
1990,8,30,6.75,13.55,1.7
1990,8,31,5.25,15.15,1.1
1990,9,1,5.75,17.05,0
1990,9,2,5.95,16.55,0
1990,9,3,4.75,19.65,0
1990,9,4,9.65,23.35,0
1990,9,5,12.55,24.75,0
1990,9,6,9.05,24.85,1.5
1990,9,7,10.85,25.75,0.5
1990,9,8,9.55,22.75,0
1990,9,9,7.95,21.95,0
1990,9,10,9.15,23.75,0
1990,9,11,9.55,22.05,0
1990,9,12,4.45,14.75,0
1990,9,13,4.35,18.55,0
1990,9,14,7.25,22.05,0
1990,9,15,6.25,15.65,3.3
1990,9,16,4.65,14.75,1
1990,9,17,2.85,16.05,0
1990,9,18,7.25,17.55,0
1990,9,19,4.65,16.75,0
1990,9,20,5.25,18.85,0
1990,9,21,8.75,20.95,0
1990,9,22,9.05,21.75,0
1990,9,23,9.95,22.55,0
1990,9,24,6.55,23.25,0
1990,9,25,6.25,21.55,0
1990,9,26,6.55,19.95,0
1990,9,27,5.75,20.65,0
1990,9,28,9.75,21.75,0
1990,9,29,6.75,17.15,0
1990,9,30,1.05,14.15,0
1990,10,1,0.25,8.15,8.7
1990,10,2,-2.85,4.45,11.1
1990,10,3,0.95,7.95,50.3
1990,10,4,4.45,7.55,11.1
1990,10,5,-2.75,4.35,0.7
1990,10,6,-6.05,1.35,0
1990,10,7,-6.85,3.35,0
1990,10,8,-3.55,6.65,0.5
1990,10,9,0.05,8.15,7.6
1990,10,10,-2.75,4.25,2
1990,10,11,-4.45,5.55,11.7
1990,10,12,-0.45,2.55,28.5
1990,10,13,-2.45,-0.15,11.8
1990,10,14,-3.15,1.25,50.1
1990,10,15,-1.55,4.45,36.7
1990,10,16,-4.85,0.35,4.7
1990,10,17,-4.65,3.35,8.3
1990,10,18,-2.25,2.05,14.4
1990,10,19,-4.65,1.25,0
1990,10,20,-4.75,2.85,2
1990,10,21,-0.65,5.35,72
1990,10,22,-4.45,2.95,0
1990,10,23,-1.55,5.15,0
1990,10,24,0.35,8.65,5
1990,10,25,2.85,8.55,4.3
1990,10,26,-3.05,4.95,0.4
1990,10,27,0.15,8.05,3.2
1990,10,28,-0.85,3.85,6.4
1990,10,29,-2.85,5.25,8.3
1990,10,30,0.95,4.35,7.9
1990,10,31,-4.55,2.15,4.8
1990,11,1,-5.75,1.35,3.2
1990,11,2,-6.25,0.45,3.5
1990,11,3,-4.55,1.15,38.3
1990,11,4,-3.25,2.35,13.9
1990,11,5,-4.95,1.05,2.1
1990,11,6,-6.15,2.25,1
1990,11,7,-4.05,1.05,17.9
1990,11,8,-3.15,1.45,27.1
1990,11,9,1.15,5.85,73.5
1990,11,10,2.45,7.05,12
1990,11,11,0.65,7.55,0
1990,11,12,2.35,9.85,6
1990,11,13,-1.35,4.75,15.3
1990,11,14,-5.55,0.05,15.5
1990,11,15,-5.15,1.25,6.6
1990,11,16,-2.85,3.65,1.1
1990,11,17,-3.65,2.15,2.5
1990,11,18,-6.05,-0.05,0
1990,11,19,-6.15,-2.45,6.2
1990,11,20,-6.45,-3.75,7.7
1990,11,21,-5.75,0.95,45.7
1990,11,22,0.65,3.35,59.2
1990,11,23,0.45,4.95,62.3
1990,11,24,2.65,6.05,108
1990,11,25,-6.15,2.45,9.8
1990,11,26,-7.35,-3.55,5.5
1990,11,27,-6.55,-2.95,11.3
1990,11,28,-10.65,-2.95,3.7
1990,11,29,-6.75,0.05,22.3
1990,11,30,-8.85,-4.55,3.2
1990,12,1,-8.05,-2.55,41.2
1990,12,2,-9.05,-2.85,7.1
1990,12,3,-4.35,0.65,22.4
1990,12,4,-5.25,1.15,26.3
1990,12,5,-6.65,-1.25,0
1990,12,6,-7.35,-0.45,0
1990,12,7,-6.65,0.35,0
1990,12,8,-4.05,1.75,13.8
1990,12,9,-0.35,2.45,7.9
1990,12,10,-3.85,1.05,5.4
1990,12,11,-6.65,-1.85,1.5
1990,12,12,-8.65,-2.55,0.9
1990,12,13,-9.15,-3.85,0
1990,12,14,-8.95,-2.35,0.4
1990,12,15,-6.05,-2.35,2.5
1990,12,16,-9.25,-3.05,13.3
1990,12,17,-4.45,0.65,39.3
1990,12,18,-9.85,-1.15,8.5
1990,12,19,-21.95,-9.15,0.4
1990,12,20,-24.55,-21.05,0
1990,12,21,-25.75,-18.85,1.8
1990,12,22,-25.95,-13.35,0
1990,12,23,-22.85,-11.05,0
1990,12,24,-15.45,-5.95,1.7
1990,12,25,-13.75,-3.75,0.4
1990,12,26,-10.25,-2.45,11.2
1990,12,27,-8.55,-2.15,22.9
1990,12,28,-23.95,-7.85,4.3
1990,12,29,-27.95,-18.05,0
1990,12,30,-18.95,-7.55,26.5
1990,12,31,-9.65,-1.55,20.2
1991,1,1,-7.75,-0.75,2.5
1991,1,2,-10.45,-3.35,0
1991,1,3,-12.55,-5.25,0
1991,1,4,-14.65,-4.65,0
1991,1,5,-15.35,-6.85,2.2
1991,1,6,-12.65,-6.35,8.6
1991,1,7,-10.45,-0.95,39
1991,1,8,-5.15,-0.65,16.8
1991,1,9,-5.15,-0.85,12.8
1991,1,10,-4.95,-0.75,19.2
1991,1,11,-4.15,1.45,47.7
1991,1,12,-1.75,3.75,44.9
1991,1,13,-1.95,1.95,26.6
1991,1,14,-4.15,2.45,18.7
1991,1,15,-4.25,0.45,9.2
1991,1,16,-4.75,1.25,0.4
1991,1,17,-1.95,4.95,0.4
1991,1,18,-3.65,4.55,0
1991,1,19,-6.65,-0.75,0
1991,1,20,-7.55,1.35,0
1991,1,21,-7.85,1.75,0
1991,1,22,-6.45,1.05,0
1991,1,23,-8.35,-1.05,0
1991,1,24,-10.45,-4.35,0
1991,1,25,-12.55,-5.75,0
1991,1,26,-12.95,-1.65,0
1991,1,27,-11.65,-2.75,0
1991,1,28,-11.95,-5.85,1.2
1991,1,29,-13.55,-3.25,0
1991,1,30,-9.25,0.75,0
1991,1,31,-3.05,2.05,15.7
1991,2,1,-1.95,3.65,5.5
1991,2,2,-0.75,4.15,27.9
1991,2,3,-1.85,3.55,20.9
1991,2,4,-0.95,3.95,26.6
1991,2,5,-4.45,1.75,4.2
1991,2,6,-4.35,3.25,0
1991,2,7,-1.65,7.45,0
1991,2,8,0.95,9.65,0
1991,2,9,-2.25,6.85,0
1991,2,10,-3.55,5.75,0
1991,2,11,-1.65,6.45,9.9
1991,2,12,-3.75,1.65,9.4
1991,2,13,-1.75,2.25,14.7
1991,2,14,-0.45,5.75,2.8
1991,2,15,-1.55,6.05,0.7
1991,2,16,-4.15,1.75,1.1
1991,2,17,-5.05,0.85,5.1
1991,2,18,-6.95,0.45,35.9
1991,2,19,-0.95,4.55,64.2
1991,2,20,-3.55,3.95,10.8
1991,2,21,-5.55,4.95,0
1991,2,22,-4.25,3.65,0.5
1991,2,23,-4.65,6.75,0
1991,2,24,-3.35,7.05,0
1991,2,25,-2.05,6.55,0
1991,2,26,-2.95,7.65,0
1991,2,27,-2.45,8.55,0
1991,2,28,-3.95,7.65,0
1991,3,1,-6.05,0.45,10.5
1991,3,2,-6.35,2.85,29.8
1991,3,3,-3.05,3.65,19.7
1991,3,4,-6.65,2.35,3.4
1991,3,5,-10.25,-1.75,0.6
1991,3,6,-7.65,-0.15,2.3
1991,3,7,-8.65,0.45,1.1
1991,3,8,-8.95,3.65,0.8
1991,3,9,-7.75,3.25,1.3
1991,3,10,-8.45,0.25,1.7
1991,3,11,-10.05,-0.55,5.2
1991,3,12,-5.75,1.45,5.5
1991,3,13,-8.25,3.25,0
1991,3,14,-8.75,0.25,0.5
1991,3,15,-7.85,2.35,0
1991,3,16,-5.65,3.75,0
1991,3,17,-5.25,3.65,0
1991,3,18,-6.05,5.55,5.6
1991,3,19,-4.35,4.45,3.6
1991,3,20,-5.55,5.55,0
1991,3,21,-4.65,4.85,0.3
1991,3,22,-6.65,0.45,0.7
1991,3,23,-5.95,3.95,14.4
1991,3,24,-4.85,2.15,24.9
1991,3,25,-6.05,2.95,0.7
1991,3,26,-6.75,2.95,0
1991,3,27,-8.15,4.15,0
1991,3,28,-6.05,2.45,2.2
1991,3,29,-5.65,3.75,0
1991,3,30,-5.65,11.75,0
1991,3,31,-0.05,13.25,0
1991,4,1,-0.15,10.25,4.5
1991,4,2,-4.55,5.35,7.8
1991,4,3,-5.55,5.45,36.9
1991,4,4,0.35,7.45,42.8
1991,4,5,-4.85,5.55,16.1
1991,4,6,-5.95,4.45,2.5
1991,4,7,-6.85,2.05,3.9
1991,4,8,-6.55,2.75,20.7
1991,4,9,-6.45,0.55,20.2
1991,4,10,-8.55,1.25,2.8
1991,4,11,-7.35,8.05,0
1991,4,12,-3.45,10.25,0
1991,4,13,-1.75,9.05,1
1991,4,14,-1.95,4.95,8.9
1991,4,15,-3.35,7.65,5.4
1991,4,16,-2.35,10.15,0.4
1991,4,17,-0.75,8.65,0.5
1991,4,18,0.05,10.95,0
1991,4,19,0.55,12.75,0
1991,4,20,0.65,14.05,0
1991,4,21,0.55,13.75,0
1991,4,22,-0.95,11.55,0.5
1991,4,23,-3.15,10.35,4.2
1991,4,24,-3.15,3.35,5.6
1991,4,25,-5.45,3.65,1.4
1991,4,26,-6.85,4.65,8.3
1991,4,27,-4.75,3.75,2.1
1991,4,28,-6.05,4.65,4.7
1991,4,29,-4.75,9.35,0
1991,4,30,-1.45,10.65,0
1991,5,1,0.75,12.25,0
1991,5,2,1.55,10.65,0
1991,5,3,0.65,11.45,1.8
1991,5,4,-1.55,12.25,1.2
1991,5,5,1.55,8.55,1.4
1991,5,6,0.75,8.55,4
1991,5,7,0.45,6.75,8.2
1991,5,8,-2.65,4.35,5
1991,5,9,-4.65,5.55,0
1991,5,10,-1.85,12.35,0
1991,5,11,1.55,15.85,0
1991,5,12,1.25,8.85,0.4
1991,5,13,-1.75,8.65,0.4
1991,5,14,-2.65,8.85,0
1991,5,15,-1.55,9.75,1.6
1991,5,16,2.85,12.15,4.3
1991,5,17,2.35,5.75,17.5
1991,5,18,1.85,12.15,10.6
1991,5,19,2.15,14.95,1.1
1991,5,20,2.15,16.15,0
1991,5,21,0.15,11.75,0
1991,5,22,-1.85,10.95,0
1991,5,23,-1.55,10.15,0
1991,5,24,0.85,6.95,2.3
1991,5,25,-2.65,5.05,1.4
1991,5,26,-2.45,10.35,0
1991,5,27,-2.15,12.35,0
1991,5,28,-0.15,14.55,2.9
1991,5,29,0.95,12.25,0.9
1991,5,30,0.45,8.65,0.9
1991,5,31,-0.45,14.25,0
1991,6,1,1.15,16.05,0
1991,6,2,2.65,15.05,0
1991,6,3,-2.45,7.15,0.3
1991,6,4,-4.25,10.25,0
1991,6,5,-0.95,15.05,2.1
1991,6,6,4.35,15.35,7.8
1991,6,7,3.95,12.35,0.7
1991,6,8,2.05,14.05,0
1991,6,9,2.45,18.95,0
1991,6,10,6.75,17.15,0.6
1991,6,11,3.25,11.55,3.3
1991,6,12,-1.35,6.85,2.6
1991,6,13,-1.25,6.75,0.8
1991,6,14,-1.35,9.55,0.4
1991,6,15,1.85,13.15,0.8
1991,6,16,1.55,7.25,5
1991,6,17,-1.45,13.75,0
1991,6,18,2.35,17.75,0
1991,6,19,4.55,15.55,6.9
1991,6,20,5.85,10.75,31.8
1991,6,21,2.75,11.35,1.1
1991,6,22,3.25,13.15,0.4
1991,6,23,2.55,14.05,1.3
1991,6,24,2.55,14.95,0
1991,6,25,3.75,16.25,0
1991,6,26,2.35,16.85,0
1991,6,27,3.95,19.45,0
1991,6,28,6.85,20.05,0
1991,6,29,7.25,16.05,0
1991,6,30,2.85,17.65,0
1991,7,1,4.55,21.95,0
1991,7,2,10.95,26.65,0
1991,7,3,12.65,25.95,0
1991,7,4,7.65,21.65,0
1991,7,5,4.85,19.25,0.3
1991,7,6,2.15,19.15,0
1991,7,7,6.45,21.55,0
1991,7,8,6.45,22.85,0
1991,7,9,6.65,19.85,0
1991,7,10,4.35,20.45,0
1991,7,11,7.25,21.95,0
1991,7,12,8.45,25.85,0
1991,7,13,9.25,19.95,0
1991,7,14,2.95,18.85,0.5
1991,7,15,7.45,17.45,2.9
1991,7,16,6.55,15.65,1.5
1991,7,17,3.55,17.55,0.6
1991,7,18,3.85,19.55,0
1991,7,19,5.05,19.85,0
1991,7,20,4.85,20.85,0
1991,7,21,7.45,20.45,0
1991,7,22,7.15,25.75,0
1991,7,23,12.25,27.95,7.3
1991,7,24,14.15,27.75,2.5
1991,7,25,8.45,19.25,0.4
1991,7,26,4.95,20.15,0
1991,7,27,5.65,22.55,0
1991,7,28,7.95,22.05,0
1991,7,29,7.55,22.45,0
1991,7,30,6.45,23.15,0.6
1991,7,31,9.35,22.45,0
1991,8,1,8.45,19.05,3
1991,8,2,8.05,22.75,0
1991,8,3,9.95,24.85,0
1991,8,4,9.75,25.35,0
1991,8,5,8.95,21.55,2.3
1991,8,6,9.15,23.05,5.2
1991,8,7,10.35,19.25,3.2
1991,8,8,12.05,22.35,0.5
1991,8,9,9.85,19.75,0
1991,8,10,3.65,15.25,0.4
1991,8,11,2.85,17.15,0
1991,8,12,4.55,19.45,0
1991,8,13,6.55,19.25,0
1991,8,14,7.15,21.45,0.8
1991,8,15,10.45,23.45,0.6
1991,8,16,11.55,25.35,0.6
1991,8,17,12.25,26.45,0
1991,8,18,13.45,26.55,0
1991,8,19,12.05,26.25,0
1991,8,20,9.85,24.75,0
1991,8,21,10.65,24.75,0
1991,8,22,9.95,24.05,0
1991,8,23,6.65,18.75,0
1991,8,24,4.25,17.45,0
1991,8,25,2.65,15.15,0
1991,8,26,2.15,19.05,0
1991,8,27,6.05,13.95,3.9
1991,8,28,6.15,14.55,2.5
1991,8,29,7.15,19.35,3
1991,8,30,8.85,18.05,0.7
1991,8,31,7.35,16.95,1.2
1991,9,1,3.05,14.95,0
1991,9,2,2.15,18.35,0
1991,9,3,7.55,21.55,0
1991,9,4,9.15,23.45,0
1991,9,5,10.45,23.95,0
1991,9,6,8.45,22.65,0
1991,9,7,6.25,18.05,0.6
1991,9,8,2.65,14.75,4
1991,9,9,3.35,17.55,0
1991,9,10,4.85,19.75,0
1991,9,11,5.85,21.65,0
1991,9,12,7.45,21.65,0
1991,9,13,3.75,14.05,0.4
1991,9,14,0.75,16.15,0
1991,9,15,5.75,20.95,0
1991,9,16,7.05,22.15,0
1991,9,17,9.25,21.05,0
1991,9,18,8.25,21.75,0
1991,9,19,8.95,23.55,0
1991,9,20,3.15,13.95,0
1991,9,21,-0.65,13.35,0
1991,9,22,0.95,16.05,0
1991,9,23,3.15,18.25,0
1991,9,24,7.25,22.25,0
1991,9,25,9.05,24.15,0
1991,9,26,10.85,25.75,0
1991,9,27,8.65,23.75,0
1991,9,28,6.35,21.35,0
1991,9,29,5.15,21.55,0
1991,9,30,8.75,22.35,0
1991,10,1,5.45,15.95,0
1991,10,2,1.85,15.35,0
1991,10,3,-0.75,12.25,0
1991,10,4,0.85,12.65,0
1991,10,5,1.05,14.35,0
1991,10,6,3.95,16.35,0
1991,10,7,0.75,12.65,0
1991,10,8,0.35,15.75,0
1991,10,9,4.65,19.35,0
1991,10,10,8.25,22.55,0
1991,10,11,8.15,22.35,0
1991,10,12,3.75,13.15,0
1991,10,13,2.55,16.15,0
1991,10,14,7.95,21.45,0
1991,10,15,9.25,19.45,0
1991,10,16,-1.25,9.35,12.6
1991,10,17,-5.25,3.55,0.4
1991,10,18,-3.55,4.65,0.8
1991,10,19,0.95,11.95,0
1991,10,20,3.75,13.95,0.8
1991,10,21,-1.95,6.85,7.8
1991,10,22,-4.25,2.95,1.3
1991,10,23,-4.55,2.15,0.8
1991,10,24,-3.65,0.35,15.6
1991,10,25,-3.45,1.15,8.8
1991,10,26,-2.85,0.25,3.9
1991,10,27,-5.55,-0.85,1.3
1991,10,28,-6.75,-1.55,6.7
1991,10,29,-10.75,-3.35,0.4
1991,10,30,-11.55,-0.65,7.1
1991,10,31,-6.85,0.35,13.7
1991,11,1,-8.35,-3.85,5.8
1991,11,2,-11.75,-5.45,0
1991,11,3,-8.45,-0.55,1.2
1991,11,4,-2.65,3.45,32.4
1991,11,5,-0.15,7.25,17
1991,11,6,-3.15,5.85,3.5
1991,11,7,-2.55,3.75,3.3
1991,11,8,-0.95,5.65,2.9
1991,11,9,-3.15,4.55,1.9
1991,11,10,-3.25,5.45,0.3
1991,11,11,-1.35,5.35,45.2
1991,11,12,-1.25,3.75,12.2
1991,11,13,-3.95,-0.15,4
1991,11,14,-6.15,0.55,0
1991,11,15,-7.05,0.45,9.3
1991,11,16,-4.95,-0.35,20.5
1991,11,17,-2.85,0.25,8.9
1991,11,18,-4.35,-1.05,9.2
1991,11,19,-3.85,0.95,39.7
1991,11,20,-4.65,0.95,18.4
1991,11,21,-7.15,-2.65,2
1991,11,22,-9.45,-4.35,3.5
1991,11,23,-6.55,-2.95,6.6
1991,11,24,-3.75,-0.45,26.2
1991,11,25,-3.55,2.45,21.8
1991,11,26,-5.05,-1.95,16.2
1991,11,27,-6.25,-2.35,11.4
1991,11,28,-6.55,-1.45,5.5
1991,11,29,-8.15,-4.15,0.3
1991,11,30,-7.95,-3.15,0.3
1991,12,1,-4.75,0.95,11.7
1991,12,2,-4.85,-0.65,0.7
1991,12,3,-3.75,2.15,6.2
1991,12,4,-3.15,0.55,15.1
1991,12,5,-1.25,2.05,54.9
1991,12,6,-2.85,0.25,20.5
1991,12,7,-5.05,-2.05,10.4
1991,12,8,-3.15,0.35,20.1
1991,12,9,-5.85,0.35,17.6
1991,12,10,-8.25,-2.35,5.5
1991,12,11,-5.15,-0.55,43.9
1991,12,12,-5.55,-0.25,26.7
1991,12,13,-10.55,-3.65,0
1991,12,14,-9.95,-2.45,0
1991,12,15,-8.15,-1.65,0
1991,12,16,-7.75,-1.35,0
1991,12,17,-7.55,-1.95,0
1991,12,18,-6.05,-1.95,10
1991,12,19,-9.75,-3.35,0.9
1991,12,20,-8.65,-2.15,1.5
1991,12,21,-5.75,0.55,4.3
1991,12,22,-4.65,-0.05,1.9
1991,12,23,-4.75,0.05,0
1991,12,24,-4.05,0.15,1.1
1991,12,25,-2.35,1.05,0
1991,12,26,-1.85,2.05,0
1991,12,27,-2.05,3.45,0
1991,12,28,-1.85,2.85,5.6
1991,12,29,-4.45,0.55,3.1
1991,12,30,-4.55,-0.65,2.3
1991,12,31,-5.45,-1.45,0
1992,1,1,-5.05,0.15,9.2
1992,1,2,-6.35,-1.55,16.1
1992,1,3,-6.75,-0.75,8.1
1992,1,4,-8.25,-2.05,7.1
1992,1,5,-8.65,-2.65,7
1992,1,6,-10.45,-3.75,0
1992,1,7,-11.75,-5.25,0
1992,1,8,-9.55,-1.75,1.3
1992,1,9,-4.65,-0.35,0.8
1992,1,10,-4.05,-0.65,10.4
1992,1,11,-6.35,-2.55,3.6
1992,1,12,-8.85,-3.15,0
1992,1,13,-6.25,-2.35,0
1992,1,14,-5.95,-0.05,0
1992,1,15,-3.25,0.85,5.1
1992,1,16,-6.05,0.85,16.9
1992,1,17,-6.25,0.05,0
1992,1,18,-7.65,-0.55,0
1992,1,19,-7.65,0.65,0
1992,1,20,-8.35,-0.15,2.7
1992,1,21,-8.05,-2.55,10.8
1992,1,22,-8.55,-1.15,17.4
1992,1,23,-2.55,1.95,63
1992,1,24,-1.85,3.05,4.1
1992,1,25,-3.95,0.75,11.5
1992,1,26,-4.85,0.85,13.3
1992,1,27,-2.55,2.05,40.5
1992,1,28,-2.35,1.85,25.7
1992,1,29,-2.15,3.85,22.1
1992,1,30,1.15,4.05,10.2
1992,1,31,0.05,5.55,4.4
1992,2,1,-3.25,2.25,1.2
1992,2,2,-4.25,2.05,0.4
1992,2,3,-3.45,5.15,0
1992,2,4,-3.85,5.55,0
1992,2,5,-3.75,4.75,0.3
1992,2,6,-4.65,4.45,1.4
1992,2,7,-4.35,2.25,3.8
1992,2,8,-4.95,1.15,4
1992,2,9,-3.55,2.35,2.5
1992,2,10,-3.85,1.55,0.3
1992,2,11,-2.35,4.05,1.5
1992,2,12,-2.45,4.35,2.7
1992,2,13,-1.95,3.45,1.8
1992,2,14,-2.95,3.25,3.7
1992,2,15,-5.25,-0.05,15.9
1992,2,16,-6.05,2.05,0.8
1992,2,17,-4.95,0.05,9.1
1992,2,18,-4.85,-1.45,11.3
1992,2,19,-8.15,0.35,3.9
1992,2,20,-3.35,0.75,19.4
1992,2,21,-4.85,0.95,17.8
1992,2,22,-5.45,-0.05,5.6
1992,2,23,-6.25,1.95,6.2
1992,2,24,-2.15,5.75,4.4
1992,2,25,-0.95,8.05,0
1992,2,26,-1.35,8.75,0.4
1992,2,27,-1.35,10.95,0.3
1992,2,28,-0.85,9.45,0
1992,2,29,-2.95,9.25,0
1992,3,1,0.05,8.55,0.9
1992,3,2,-2.75,7.85,9.4
1992,3,3,-1.05,6.35,4.5
1992,3,4,-2.85,5.65,8.9
1992,3,5,-0.35,7.65,3.8
1992,3,6,-1.55,6.45,1.1
1992,3,7,-3.95,5.85,0
1992,3,8,-3.25,6.65,0
1992,3,9,-2.65,8.75,0
1992,3,10,-2.15,11.15,0
1992,3,11,-1.55,12.95,0
1992,3,12,0.75,12.75,0
1992,3,13,0.25,13.55,0
1992,3,14,1.95,13.85,0
1992,3,15,1.85,8.95,15.7
1992,3,16,-0.95,8.15,1.4
1992,3,17,-3.55,3.25,1.3
1992,3,18,-5.15,6.95,0
1992,3,19,-3.05,8.55,0
1992,3,20,-2.05,9.45,0
1992,3,21,-2.45,9.05,0
1992,3,22,-1.25,9.85,0
1992,3,23,-1.75,10.35,0
1992,3,24,-3.05,11.05,0
1992,3,25,0.15,11.75,0
1992,3,26,0.75,10.25,0
1992,3,27,-4.65,4.05,0.3
1992,3,28,-6.05,4.75,0
1992,3,29,-4.25,8.65,0
